date,year,month,lop,persentase,tahun_kategori,total_teus,sumber_sheet
2024-05-01,2024,5,TANTO,0.7423,2024,1622.0,B.OPR DOM
2024-05-01,2024,5,SPIL,-0.814,2024,1861.0,B.OPR DOM
2024-05-01,2024,5,MERATUS,10.5873,2024,299.0,B.OPR DOM
2024-05-01,2024,5,ICON,-1.0,2024,0.0,B.OPR DOM
2024-05-01,2024,5,TEMAS,0.0,2024,0.0,B.OPR DOM
2024-06-01,2024,6,TANTO,0.5393,2024,3982.0,B.OPR DOM
2024-06-01,2024,6,SPIL,-0.6373,2024,2582.0,B.OPR DOM
2024-06-01,2024,6,MERATUS,12.619,2024,136.0,B.OPR DOM
2024-06-01,2024,6,ICON,-1.0,2024,0.0,B.OPR DOM
2024-06-01,2024,6,TEMAS,0.0,2024,0.0,B.OPR DOM
2024-07-01,2024,7,TANTO,0.4353,2024,3226.0,B.OPR DOM
2024-07-01,2024,7,SPIL,-0.5698,2024,1403.0,B.OPR DOM
2024-07-01,2024,7,MERATUS,21.1791,2024,494.0,B.OPR DOM
2024-07-01,2024,7,TEMAS,0.0,2024,241.0,B.OPR DOM
2024-07-01,2024,7,ICON,-0.9913,2024,0.0,B.OPR DOM
2024-08-01,2024,8,TANTO,0.37,2024,4555.0,B.OPR DOM
2024-08-01,2024,8,SPIL,-0.3368,2024,803.0,B.OPR DOM
2024-08-01,2024,8,MERATUS,28.1739,2024,0.0,B.OPR DOM
2024-08-01,2024,8,TEMAS,0.0,2024,0.0,B.OPR DOM
2024-08-01,2024,8,ICON,-0.9535,2024,0.0,B.OPR DOM
2024-08-01,2024,8,PPNP,0.6666666666666666,2024,2.0,B.OPR DOM
2024-09-01,2024,9,TANTO,0.3376,2024,4555.0,B.OPR DOM
2024-09-01,2024,9,SPI,0.0028,2024,803.0,B.OPR DOM
2024-09-01,2024,9,ICON,-0.9171,2024,0.0,B.OPR DOM
2024-09-01,2024,9,MERATUS,26.6712,2024,0.0,B.OPR DOM
2024-09-01,2024,9,TEMAS,0.0,2024,0.0,B.OPR DOM
2024-09-01,2024,9,PPNP,0.0,2024,2.0,B.OPR DOM
2024-10-01,2024,10,TANTO,0.3177,2024,4755.0,B.OPR DOM
2024-10-01,2024,10,SPI,0.4249,2024,1063.0,B.OPR DOM
2024-10-01,2024,10,MERATUS,6.0264,2024,525.0,B.OPR DOM
2024-10-01,2024,10,ICON,-0.9171,2024,152.0,B.OPR DOM
2024-10-01,2024,10,TEMAS,0.0,2024,0.0,B.OPR DOM
2024-11-01,2024,11,TANTO,0.3029,2024,2558.0,B.OPR DOM
2024-11-01,2024,11,SPI,0.5819,2024,728.0,B.OPR DOM
2024-11-01,2024,11,MERATUS,3.4162,2024,118.0,B.OPR DOM
2024-11-01,2024,11,TEMAS,0.0,2024,0.0,B.OPR DOM
2024-11-01,2024,11,ICON,-0.9171,2024,0.0,B.OPR DOM
2024-11-01,2024,11,SSL,0.0,2024,1177.0,B.OPR DOM
2024-12-01,2024,12,TANTO,0.2756,2024,4316.0,B.OPR DOM
2024-12-01,2024,12,SPI,0.8421,2024,1080.0,B.OPR DOM
2024-12-01,2024,12,MERATUS,2.5894,2024,1193.0,B.OPR DOM
